ticket_id,timestamp,category,ticket_text
PHX-5451,2025-11-01 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-5452,2025-09-18 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-5453,2025-08-13 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5454,2025-09-30 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5455,2025-10-07 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-5456,2025-11-05 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5457,2025-10-06 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5458,2025-11-04 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5459,2025-10-20 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5460,2025-10-06 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5461,2025-08-13 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5462,2025-09-12 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-5463,2025-10-30 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-5464,2025-10-28 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5465,2025-10-11 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5466,2025-10-18 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-5467,2025-11-03 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5468,2025-09-27 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-5469,2025-09-03 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5470,2025-08-29 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5471,2025-08-22 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5472,2025-09-17 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-5473,2025-10-03 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5474,2025-08-21 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-5475,2025-09-12 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5476,2025-11-01 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-5477,2025-10-21 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5478,2025-09-14 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-5479,2025-09-23 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-5480,2025-08-28 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5481,2025-09-27 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5482,2025-10-01 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-5483,2025-09-22 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5484,2025-09-26 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5485,2025-08-30 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5486,2025-09-27 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5487,2025-09-12 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5488,2025-10-23 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5489,2025-08-17 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5490,2025-09-24 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5491,2025-11-07 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5492,2025-10-20 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-5493,2025-09-29 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5494,2025-10-21 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5495,2025-09-22 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-5496,2025-10-26 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5497,2025-08-26 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5498,2025-10-30 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-5499,2025-09-11 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5500,2025-10-09 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5501,2025-08-28 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5502,2025-11-05 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5503,2025-10-04 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-5504,2025-08-25 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5505,2025-08-16 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-5506,2025-10-01 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5507,2025-08-25 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5508,2025-09-27 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5509,2025-08-15 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5510,2025-09-15 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5511,2025-09-11 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5512,2025-10-20 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5513,2025-09-19 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5514,2025-08-31 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5515,2025-11-07 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5516,2025-11-10 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5517,2025-10-07 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5518,2025-08-22 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-5519,2025-09-15 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-5520,2025-10-13 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5521,2025-11-09 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-5522,2025-10-06 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-5523,2025-10-07 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5524,2025-08-20 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-5525,2025-10-20 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-5526,2025-09-25 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-5527,2025-10-09 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5528,2025-10-23 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5529,2025-10-06 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5530,2025-09-03 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5531,2025-08-20 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5532,2025-09-22 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5533,2025-10-12 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5534,2025-10-27 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-5535,2025-10-20 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5536,2025-08-27 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5537,2025-11-03 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5538,2025-10-23 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5539,2025-09-12 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5540,2025-09-17 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5541,2025-09-08 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5542,2025-09-16 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5543,2025-11-08 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-5544,2025-09-03 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5545,2025-10-01 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5546,2025-08-16 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5547,2025-10-24 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5548,2025-08-26 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-5549,2025-08-23 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5550,2025-09-13 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5551,2025-11-10 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5552,2025-09-20 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5553,2025-08-25 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-5554,2025-09-29 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5555,2025-10-24 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5556,2025-09-27 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5557,2025-11-11 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5558,2025-08-19 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5559,2025-10-15 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-5560,2025-11-03 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-5561,2025-09-04 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5562,2025-09-22 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-5563,2025-11-02 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5564,2025-09-15 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5565,2025-10-19 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5566,2025-10-02 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-5567,2025-10-27 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5568,2025-08-14 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-5569,2025-11-04 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-5570,2025-08-20 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-5571,2025-08-22 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-5572,2025-09-22 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5573,2025-09-17 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-5574,2025-10-01 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5575,2025-10-07 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5576,2025-08-23 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5577,2025-10-26 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5578,2025-09-15 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5579,2025-09-26 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-5580,2025-10-23 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5581,2025-09-29 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5582,2025-09-18 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5583,2025-10-20 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5584,2025-10-19 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5585,2025-09-30 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-5586,2025-09-26 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5587,2025-10-15 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5588,2025-10-04 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-5589,2025-09-27 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5590,2025-08-28 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5591,2025-10-17 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-5592,2025-10-03 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-5593,2025-09-16 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-5594,2025-10-27 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-5595,2025-08-31 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5596,2025-10-21 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5597,2025-09-26 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5598,2025-10-26 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5599,2025-08-17 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-5600,2025-09-16 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5601,2025-08-14 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-5602,2025-10-04 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-5603,2025-10-10 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5604,2025-09-05 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5605,2025-09-16 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5606,2025-10-08 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5607,2025-10-03 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5608,2025-09-10 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-5609,2025-11-09 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5610,2025-08-26 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5611,2025-10-15 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-5612,2025-10-25 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5613,2025-09-16 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5614,2025-10-19 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5615,2025-08-13 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-5616,2025-10-28 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5617,2025-10-09 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-5618,2025-09-03 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5619,2025-08-13 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5620,2025-10-01 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5621,2025-09-06 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5622,2025-09-02 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5623,2025-11-01 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5624,2025-10-20 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-5625,2025-08-17 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5626,2025-10-02 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-5627,2025-10-24 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-5628,2025-10-29 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-5629,2025-09-18 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5630,2025-08-13 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-5631,2025-09-26 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5632,2025-11-06 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5633,2025-11-10 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-5634,2025-09-29 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5635,2025-08-27 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5636,2025-08-27 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-5637,2025-10-09 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-5638,2025-10-17 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-5639,2025-10-24 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-5640,2025-10-26 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-5641,2025-08-22 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5642,2025-10-28 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5643,2025-11-01 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5644,2025-08-23 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5645,2025-09-24 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-5646,2025-09-10 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5647,2025-10-22 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5648,2025-10-26 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-5649,2025-10-10 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5650,2025-10-15 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5651,2025-10-25 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-5652,2025-10-09 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5653,2025-10-30 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-5654,2025-11-07 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-5655,2025-09-19 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5656,2025-10-07 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-5657,2025-08-16 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5658,2025-09-18 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-5659,2025-09-03 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-5660,2025-11-04 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5661,2025-09-18 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-5662,2025-11-04 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-5663,2025-11-03 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-5664,2025-08-24 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5665,2025-09-15 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5666,2025-11-03 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5667,2025-10-18 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5668,2025-09-13 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5669,2025-10-19 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-5670,2025-10-24 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-5671,2025-09-21 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-5672,2025-08-23 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5673,2025-09-23 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5674,2025-10-15 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5675,2025-09-24 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-5676,2025-10-19 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-5677,2025-10-24 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5678,2025-09-06 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-5679,2025-10-25 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5680,2025-09-14 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-5681,2025-11-05 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-5682,2025-10-31 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5683,2025-08-29 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-5684,2025-10-28 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5685,2025-08-29 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-5686,2025-09-27 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5687,2025-11-08 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-5688,2025-09-30 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-5689,2025-09-24 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-5690,2025-09-21 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-5691,2025-08-30 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5692,2025-10-09 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-5693,2025-09-29 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5694,2025-08-13 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-5695,2025-10-24 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5696,2025-10-18 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-5697,2025-09-17 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-5698,2025-08-23 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-5699,2025-10-16 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-5700,2025-08-24 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-5701,2025-10-05 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-5702,2025-09-04 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-5703,2025-08-18 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5704,2025-10-20 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-5705,2025-10-18 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5706,2025-09-14 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5707,2025-09-04 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-5708,2025-08-15 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-5709,2025-09-19 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-5710,2025-09-24 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5711,2025-08-24 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-5712,2025-09-08 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5713,2025-08-22 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5714,2025-10-20 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-5715,2025-11-05 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-5716,2025-09-05 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-5717,2025-11-04 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-5718,2025-10-01 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-5719,2025-09-11 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-5720,2025-08-29 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-5721,2025-08-25 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-5722,2025-10-17 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5723,2025-10-17 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-5724,2025-08-25 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-5725,2025-11-10 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-5726,2025-10-06 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5727,2025-10-07 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-5728,2025-09-16 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-5729,2025-10-03 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-5730,2025-10-31 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-5731,2025-11-05 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5732,2025-09-26 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-5733,2025-10-10 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-5734,2025-11-02 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-5735,2025-09-14 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-5736,2025-09-17 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-5737,2025-10-01 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5738,2025-09-14 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-5739,2025-08-20 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-5740,2025-10-02 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-5741,2025-08-21 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-5742,2025-08-27 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-5743,2025-08-20 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-5744,2025-10-02 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-5745,2025-10-22 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-5746,2025-09-09 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
